ERCC-00128	gSpikein_ERCC-00128	0	1133
ERCC-00130	gSpikein_ERCC-00130	0	1059
ERCC-00131	gSpikein_ERCC-00131	0	771
ERCC-00134	gSpikein_ERCC-00134	0	274
ERCC-00136	gSpikein_ERCC-00136	0	1033
ERCC-00137	gSpikein_ERCC-00137	0	537
ERCC-00138	gSpikein_ERCC-00138	0	1024
ERCC-00142	gSpikein_ERCC-00142	0	493
ERCC-00143	gSpikein_ERCC-00143	0	784
ERCC-00144	gSpikein_ERCC-00144	0	538
ERCC-00145	gSpikein_ERCC-00145	0	1042
ERCC-00147	gSpikein_ERCC-00147	0	1023
ERCC-00148	gSpikein_ERCC-00148	0	494
ERCC-00150	gSpikein_ERCC-00150	0	743
ERCC-00154	gSpikein_ERCC-00154	0	537
ERCC-00156	gSpikein_ERCC-00156	0	494
ERCC-00157	gSpikein_ERCC-00157	0	1019
ERCC-00158	gSpikein_ERCC-00158	0	1027
ERCC-00160	gSpikein_ERCC-00160	0	743
ERCC-00162	gSpikein_ERCC-00162	0	523
ERCC-00163	gSpikein_ERCC-00163	0	543
ERCC-00164	gSpikein_ERCC-00164	0	1022
ERCC-00165	gSpikein_ERCC-00165	0	872
ERCC-00168	gSpikein_ERCC-00168	0	1024
ERCC-00170	gSpikein_ERCC-00170	0	1023
ERCC-00171	gSpikein_ERCC-00171	0	505
chr1	ENSG00000223972	13452	13670
chr1	ENSG00000227232	29533	29570
chr1	ENSG00000278267	17368	17436
chr1	ENSG00000243485	30975	31109
chr1	ENSG00000284332	30365	30503
chr1	ENSG00000237613	35720	36081
chr1	ENSG00000268020	52472	53312
chr1	ENSG00000240361	62948	63887
chr1	ENSG00000186092	70005	71585
chr1	ENSG00000238009	133373	133723
chr1	ENSG00000239945	90286	91105
chr1	ENSG00000233750	131024	134836
chr1	ENSG00000268903	135140	135895
chr1	ENSG00000269981	137681	137965
chr1	ENSG00000239906	140074	140339
chr1	ENSG00000241860	173752	173862
chr1	ENSG00000222623	157783	157887
chr1	ENSG00000241599	161313	161525
chr1	ENSG00000279928	183980	184174
chr1	ENSG00000279457	195262	195411
chr1	ENSG00000273874	187890	187958
chr1	ENSG00000228463	359344	359681
chr1	ENSG00000236679	347981	348366
chr1	ENSG00000236601	365170	366052
chr1	ENSG00000237094	522858	522928
chr1	ENSG00000269732	439869	440232
chr1	ENSG00000284733	451678	451697
chr1	ENSG00000233653	489716	489906
chr1	ENSG00000250575	492767	493241
chr1	ENSG00000278757	516375	516479
chr1	ENSG00000230021	827669	827796
chr1	ENSG00000235146	594234	594768
chr1	ENSG00000225972	629061	629433
chr1	ENSG00000225630	629639	630683
chr1	ENSG00000237973	631073	632616
chr1	ENSG00000278791	632324	632413
chr1	ENSG00000229344	632756	633438
chr1	ENSG00000240409	633534	633741
chr1	ENSG00000248527	633695	634376
chr1	ENSG00000198744	634375	634922
chr1	ENSG00000268663	674841	675265
chr1	ENSG00000284662	686654	686673
chr1	ENSG00000229376	724717	724903
chr1	ENSG00000228327	778283	778626
chr1	ENSG00000223181	758232	758336
chr1	ENSG00000229905	761777	761989
chr1	ENSG00000237491	809657	809729
chr1	ENSG00000285268	781936	782050
chr1	ENSG00000230092	817372	817712
chr1	ENSG00000177757	818722	819837
chr1	ENSG00000228794	853390	859446
chr1	ENSG00000225880	826205	827522
chr1	ENSG00000230368	876745	876903
chr1	ENSG00000234711	873291	874349
chr1	ENSG00000283040	876754	877234
chr1	ENSG00000272438	915749	915976
chr1	ENSG00000230699	911944	914948
chr1	ENSG00000241180	914802	914971
chr1	ENSG00000223764	919334	919692
chr1	ENSG00000187634	944150	944581
chr1	ENSG00000188976	959240	959290
chr1	ENSG00000187961	965188	965715
chr1	ENSG00000187583	975711	975865
chr1	ENSG00000187642	982064	982093
chr1	ENSG00000272512	995965	998051
chr1	ENSG00000188290	999973	1000172
chr1	ENSG00000187608	1014475	1014540
chr1	ENSG00000231702	1008075	1008229
chr1	ENSG00000224969	1012916	1013193
chr1	ENSG00000188157	1054978	1056118
chr1	ENSG00000242590	1055897	1056116
chr1	ENSG00000217801	1069207	1069355
chr1	ENSG00000273443	1063060	1063288
chr1	ENSG00000237330	1074015	1074307
chr1	ENSG00000131591	1116059	1116361
chr1	ENSG00000285812	1104032	1104598
chr1	ENSG00000223823	1142738	1144056
chr1	ENSG00000207730	1167103	1167198
chr1	ENSG00000207607	1167862	1167952
chr1	ENSG00000198976	1169004	1169087
chr1	ENSG00000272141	1169356	1170343
chr1	ENSG00000205231	1179364	1179555
chr1	ENSG00000162571	1197844	1197935
chr1	ENSG00000186891	1206571	1206691
chr1	ENSG00000186827	1214127	1214132
chr1	ENSG00000078808	1231891	1232031
chr1	ENSG00000176022	1233265	1235041
chr1	ENSG00000184163	1246690	1246722
chr1	ENSG00000260179	1249776	1251334
chr1	ENSG00000160087	1273665	1273885
chr1	ENSG00000230415	1280310	1280420
chr1	ENSG00000162572	1291607	1292029
chr1	ENSG00000131584	1309441	1309609
chr1	ENSG00000278073	1296109	1296170
chr1	ENSG00000169972	1311376	1311677
chr1	ENSG00000127054	1324608	1324691
chr1	ENSG00000283712	1312501	1312566
chr1	ENSG00000240731	1318622	1318689
chr1	ENSG00000224051	1327760	1328897
chr1	ENSG00000169962	1334461	1335306
chr1	ENSG00000107404	1349065	1349350
chr1	ENSG00000284372	1339649	1339708
chr1	ENSG00000162576	1361263	1361777
chr1	ENSG00000175756	1375153	1375495
chr1	ENSG00000223663	1378665	1379032
chr1	ENSG00000221978	1399306	1399328
chr1	ENSG00000224870	1401242	1402046
chr1	ENSG00000242485	1407217	1407313
chr1	ENSG00000264293	1405459	1405752
chr1	ENSG00000272455	1409095	1410618
chr1	ENSG00000235098	1421132	1421769
chr1	ENSG00000225905	1422468	1422691
chr1	ENSG00000205116	1427784	1427787
chr1	ENSG00000225285	1434187	1434573
chr1	ENSG00000179403	1439784	1442882
chr1	ENSG00000215915	1468527	1470158
chr1	ENSG00000160072	1495814	1496202
chr1	ENSG00000284740	1509204	1509452
chr1	ENSG00000197785	1534069	1534687
chr1	ENSG00000205090	1540419	1540453
chr1	ENSG00000160075	1574557	1574869
chr1	ENSG00000215014	1575286	1575879
chr1	ENSG00000274481	1583509	1583909
chr1	ENSG00000228594	1600015	1600096
chr1	ENSG00000272106	1613757	1615795
chr1	ENSG00000197530	1630527	1630610
chr1	ENSG00000189409	1635158	1635263
chr1	ENSG00000248333	1658913	1659012
chr1	ENSG00000272004	1662330	1662602
chr1	ENSG00000189339	1692448	1692728
chr1	ENSG00000269737	1674000	1674397
chr1	ENSG00000215914	1701607	1701782
chr1	ENSG00000008128	1724257	1724324
chr1	ENSG00000268575	1735203	1737688
chr1	ENSG00000227775	1736853	1737251
chr1	ENSG00000215790	1745723	1745999
chr1	ENSG00000008130	1780281	1780457
chr1	ENSG00000078369	1890819	1891117
chr1	ENSG00000231050	1892133	1892658
chr1	ENSG00000169885	1917190	1917294
chr1	ENSG00000178821	1919265	1919273
chr1	ENSG00000142609	2003700	2003837
chr1	ENSG00000233542	2015364	2015530
chr1	ENSG00000187730	2030279	2030758
chr1	ENSG00000226969	2049867	2050070
chr1	ENSG00000067606	2185006	2185395
chr1	ENSG00000271806	2141083	2145279
chr1	ENSG00000182873	2183990	2184389
chr1	ENSG00000162585	2212548	2212720
chr1	ENSG00000234396	2220534	2220738
chr1	ENSG00000157933	2306762	2310119
chr1	ENSG00000116151	2391533	2391707
chr1	ENSG00000272161	2326200	2326693
chr1	ENSG00000269896	2351643	2351857
chr1	ENSG00000272420	2363060	2363628
chr1	ENSG00000157916	2403121	2405444
chr1	ENSG00000157911	2413596	2413797
chr1	ENSG00000149527	2505210	2505525
chr1	ENSG00000224387	2493100	2493258
chr1	ENSG00000229393	2494382	2494479
chr1	ENSG00000157881	2526611	2526628
chr1	ENSG00000197921	2530164	2530245
chr1	ENSG00000272449	2546399	2547460
chr1	ENSG00000238164	2556976	2557031
chr1	ENSG00000157873	2565052	2565382
chr1	ENSG00000225931	2568976	2569888
chr1	ENSG00000228037	2584124	2584533
chr1	ENSG00000157870	2589424	2591468
chr1	ENSG00000142606	2632865	2632990
chr1	ENSG00000237058	2636355	2636620
chr1	ENSG00000215912	2801576	2801717
chr1	ENSG00000285945	2784347	2784733
chr1	ENSG00000283259	2776369	2776473
chr1	ENSG00000233234	2812234	2812692
chr1	ENSG00000231630	2814826	2814998
chr1	ENSG00000284745	2968562	2968707
chr1	ENSG00000169717	3022817	3022903
chr1	ENSG00000177133	3068221	3068437
chr1	ENSG00000142611	3433808	3438621
chr1	ENSG00000283572	3127974	3128035
chr1	ENSG00000226286	3133572	3133709
chr1	ENSG00000279839	3205987	3208664
chr1	ENSG00000272235	3306635	3310096
chr1	ENSG00000130762	3480584	3481113
chr1	ENSG00000272088	3487245	3487627
chr1	ENSG00000162591	3611268	3611495
chr1	ENSG00000207776	3560694	3560790
chr1	ENSG00000238260	3624631	3624743
chr1	ENSG00000158109	3628600	3630127
chr1	ENSG00000116213	3652712	3652761
chr1	ENSG00000078900	3733076	3736201
chr1	ENSG00000227589	3668624	3668772
chr1	ENSG00000235131	3714186	3714298
chr1	ENSG00000227372	3746527	3746742
chr1	ENSG00000276189	3736942	3737103
chr1	ENSG00000162592	3771520	3771644
chr1	ENSG00000235169	3775918	3775982
chr1	ENSG00000130764	3796476	3796504
chr1	ENSG00000266075	3782814	3783111
chr1	ENSG00000272153	3785007	3785538
chr1	ENSG00000116198	3856888	3857214
chr1	ENSG00000169598	3885037	3885429
chr1	ENSG00000198912	3900186	3900285
chr1	ENSG00000236423	3914394	3917225
chr1	ENSG00000233304	3952252	3955262
chr1	ENSG00000226374	3948862	3948980
chr1	ENSG00000284668	4012230	4012699
chr1	ENSG00000284703	4018477	4019508
chr1	ENSG00000229280	4175527	4175899
chr1	ENSG00000235054	4423993	4424689
chr1	ENSG00000284694	4484193	4484375
chr1	ENSG00000227169	4552104	4552145
chr1	ENSG00000232596	4593051	4594009
chr1	ENSG00000196581	4782544	4792534
chr1	ENSG00000284739	4973106	4973298
chr1	ENSG00000284674	4980480	4981568
chr1	ENSG00000231510	5090732	5090899
chr1	ENSG00000284616	5306941	5307394
chr1	ENSG00000284692	5492754	5493057
chr1	ENSG00000284666	5481955	5482028
chr1	ENSG00000260972	5492977	5494674
chr1	ENSG00000283356	5554746	5554881
chr1	ENSG00000236948	5668140	5668295
chr1	ENSG00000264341	5564070	5564143
chr1	ENSG00000264101	5862671	5862741
chr1	ENSG00000131697	5992243	5992473
chr1	ENSG00000069424	6100015	6100175
chr1	ENSG00000116254	6180023	6180123
chr1	ENSG00000285629	6197669	6197757
chr1	ENSG00000116251	6209134	6209389
chr1	ENSG00000226944	6205753	6205780
chr1	ENSG00000158286	6219404	6221299
chr1	ENSG00000116237	6235911	6235972
chr1	ENSG00000225077	6238220	6239444
chr1	ENSG00000173673	6245504	6245578
chr1	ENSG00000158292	6260824	6260975
chr1	ENSG00000097021	6393399	6394391
chr1	ENSG00000271746	6393554	6394391
chr1	ENSG00000069812	6424477	6424670
chr1	ENSG00000187017	6461182	6461367
chr1	ENSG00000265392	6429833	6429896
chr1	ENSG00000231868	6446911	6447006
chr1	ENSG00000215788	6466107	6466195
chr1	ENSG00000171680	6519511	6520061
chr1	ENSG00000162408	6554502	6554535
chr1	ENSG00000253022	6540853	6540964
chr1	ENSG00000229519	6548447	6548619
chr1	ENSG00000173662	6579581	6579757
chr1	ENSG00000204859	6589209	6589280
chr1	ENSG00000162413	6614449	6614607
chr1	ENSG00000116273	6622191	6622645
chr1	ENSG00000041988	6634085	6635586
chr1	ENSG00000007923	6701800	6701924
chr1	ENSG00000228750	6729719	6730012
chr1	ENSG00000284744	6769910	6770038
chr1	ENSG00000237436	6784657	6784843
chr1	ENSG00000171735	7766519	7767856
chr1	ENSG00000227950	6834332	6834618
chr1	ENSG00000237365	7014250	7014279
chr1	ENSG00000207056	7219359	7219524
chr1	ENSG00000237402	7370080	7370270
chr1	ENSG00000237728	7389658	7389754
chr1	ENSG00000225126	7441279	7441554
chr1	ENSG00000270171	7693123	7694844
chr1	ENSG00000270035	7698302	7698872
chr1	ENSG00000269978	7700703	7700970
chr1	ENSG00000049245	7779642	7781432
chr1	ENSG00000269925	7776382	7776775
chr1	ENSG00000049246	7842752	7845177
chr1	ENSG00000236266	7827103	7827342
chr1	ENSG00000049247	7853428	7853431
chr1	ENSG00000049249	7943138	7943165
chr1	33323	7930278	7930348
chr1	ENSG00000270330	7942371	7942726
chr1	ENSG00000116288	7985051	7985505
chr1	ENSG00000200344	7982880	7982983
chr1	ENSG00000284747	8003987	8005312
chr1	ENSG00000284716	7999072	7999934
chr1	ENSG00000116285	8026157	8026308
chr1	ENSG00000238290	8121473	8122702
chr1	ENSG00000232848	8058360	8058463
chr1	ENSG00000229305	8192556	8192770
chr1	ENSG00000227634	8215078	8215210
chr1	ENSG00000200975	8206433	8206597
chr1	ENSG00000233645	8220396	8220529
chr1	ENSG00000251977	8292156	8292263
chr1	ENSG00000162426	8344010	8344167
chr1	ENSG00000252254	8328066	8328179
chr1	ENSG00000142599	8817159	8817643
chr1	ENSG00000232912	8434632	8434838
chr1	ENSG00000221083	8511794	8511919
chr1	ENSG00000270282	8512652	8513021
chr1	ENSG00000234619	8750429	8751087
chr1	ENSG00000224315	8786210	8786913
chr1	ENSG00000222511	8796570	8796673
chr1	ENSG00000226545	8799308	8799506
chr1	ENSG00000228423	8806778	8807051
chr1	ENSG00000229716	8831006	8831375
chr1	ENSG00000074800	8878811	8879190
chr1	ENSG00000274258	8866501	8866590
chr1	ENSG00000230679	8879564	8879894
chr1	ENSG00000201725	8883426	8883533
chr1	ENSG00000238249	8893408	8894151
chr1	ENSG00000232208	8907392	8907744
chr1	ENSG00000232663	8909741	8909904
chr1	ENSG00000131686	8974701	8975092
chr1	ENSG00000265141	8979575	8979874
chr1	ENSG00000197241	9026342	9026345
chr1	ENSG00000142583	9088371	9088478
chr1	ENSG00000252404	9082695	9082879
chr1	ENSG00000180758	9129027	9129170
chr1	ENSG00000228526	9197142	9198906
chr1	ENSG00000284357	9151667	9151777
chr1	ENSG00000234546	9195884	9196284
chr1	ENSG00000049239	9271144	9271337
chr1	ENSG00000171621	9367572	9369532
chr1	ENSG00000284652	9421097	9422862
chr1	ENSG00000284693	9440458	9440564
chr1	ENSG00000252956	9437668	9437778
chr1	ENSG00000235263	9503220	9503471
chr1	ENSG00000171612	9582498	9585179
chr1	ENSG00000231181	9576426	9576985
chr1	ENSG00000188807	9613080	9614873
chr1	ENSG00000171608	9727043	9729114
chr1	ENSG00000179840	9654197	9654586
chr1	ENSG00000233268	9662296	9662626
chr1	ENSG00000231789	9687334	9687555
chr1	ENSG00000171603	9823733	9824526
chr1	ENSG00000271264	9781073	9781240
chr1	ENSG00000280113	9827609	9828258
chr1	ENSG00000178585	9910094	9910336
chr1	ENSG00000223989	9849985	9850154
chr1	ENSG00000285701	9907756	9908034
chr1	ENSG00000162441	9943348	9943407
chr1	ENSG00000228150	9949637	9949974
chr1	ENSG00000173614	9985140	9985501
chr1	ENSG00000202415	9947317	9947636
chr1	ENSG00000283611	9960713	9960787
chr1	ENSG00000265521	9967380	9967458
chr1	ENSG00000241326	9984282	9984568
chr1	ENSG00000162444	10015829	10016020
chr1	ENSG00000130939	10179953	10181239
chr1	ENSG00000224340	10054444	10054781
chr1	ENSG00000233623	10059241	10059648
chr1	ENSG00000201746	10163267	10163374
chr1	ENSG00000054523	10378399	10381597
chr1	ENSG00000264881	10227717	10227803
chr1	ENSG00000199562	10298965	10299072
chr1	ENSG00000264501	10306464	10306757
chr1	ENSG00000284735	10386238	10386541
chr1	ENSG00000284642	10396832	10397363
chr1	ENSG00000142657	10419746	10420144
chr1	ENSG00000271989	10429880	10430677
chr1	ENSG00000251503	10451592	10452153
chr1	ENSG00000175279	10442402	10442809
chr1	ENSG00000241563	10451592	10451902
chr1	ENSG00000160049	10472458	10472526
chr1	ENSG00000203469	10459089	10459338
chr1	ENSG00000142655	10629984	10630758
chr1	ENSG00000243267	10616835	10617115
chr1	ENSG00000130940	10796563	10796650
chr1	ENSG00000272078	10647247	10654333
chr1	ENSG00000225158	10895760	10895998
chr1	ENSG00000175262	10982034	10982037
chr1	ENSG00000215785	10991417	10991797
chr1	ENSG00000120948	11025550	11025739
chr1	ENSG00000277726	11030178	11030528
chr1	ENSG00000009724	11047207	11047233
chr1	ENSG00000271895	11029901	11030528
chr1	ENSG00000116649	11059943	11060024
chr1	ENSG00000171824	11099831	11099881
chr1	ENSG00000226849	11070658	11073097
chr1	ENSG00000230337	11101800	11102100
chr1	ENSG00000198793	11262444	11262507
chr1	ENSG00000225602	11149269	11149537
chr1	ENSG00000253086	11152349	11152452
chr1	ENSG00000171819	11195020	11195981
chr1	ENSG00000207451	11226253	11226360
chr1	ENSG00000238173	11232962	11233112
chr1	ENSG00000120942	11294887	11296049
chr1	ENSG00000238199	11279167	11279351
chr1	ENSG00000284646	11319006	11319093
chr1	ENSG00000224338	11425256	11425821
chr1	ENSG00000204624	11536683	11537584
chr1	ENSG00000285833	11501550	11502016
chr1	ENSG00000235643	11612789	11613355
chr1	ENSG00000284708	11641375	11643416
chr1	ENSG00000116661	11655712	11655785
chr1	ENSG00000132879	11663141	11663324
chr1	ENSG00000116663	11673848	11674354
chr1	ENSG00000116670	11691412	11691650
chr1	ENSG00000162490	11719693	11725857
chr1	ENSG00000177674	11754424	11754802
chr1	ENSG00000215910	11789456	11789478
chr1	ENSG00000177553	11779122	11779619
chr1	ENSG00000177000	11805887	11806920
chr1	ENSG00000011021	11847576	11848079
chr1	ENSG00000276470	11843811	11843984
chr1	ENSG00000278852	11845548	11845697
chr1	ENSG00000175206	11848080	11848345
chr1	ENSG00000275915	11847441	11847549
chr1	ENSG00000120937	11858833	11858931
chr1	ENSG00000224904	11877769	11880406
chr1	ENSG00000285646	11912817	11913232
chr1	ENSG00000199347	11908151	11908271
chr1	ENSG00000201801	11909807	11909927
chr1	ENSG00000116685	11926302	11926403
chr1	ENSG00000083444	11975282	11975538
chr1	ENSG00000116688	12011562	12013514
chr1	ENSG00000270914	12017215	12017308
chr1	ENSG00000116691	12031805	12032045
chr1	ENSG00000202461	12024011	12024124
chr1	ENSG00000276869	12029157	12029222
chr1	ENSG00000243539	12036739	12037014
chr1	ENSG00000120949	12142528	12144207
chr1	ENSG00000201135	12077880	12077984
chr1	ENSG00000227875	12080292	12080547
chr1	ENSG00000285604	12091999	12092264
chr1	ENSG00000283789	12166942	12167038
chr1	ENSG00000028137	12207017	12209228
chr1	ENSG00000263676	12191712	12191773
chr1	ENSG00000225196	12220793	12221109
chr1	ENSG00000252969	12221147	12221271
chr1	ENSG00000048707	12509021	12512047
chr1	ENSG00000239149	12507245	12507397
chr1	ENSG00000229484	12528051	12528420
chr1	ENSG00000162496	12617348	12617731
chr1	ENSG00000221340	12569971	12570072
chr1	ENSG00000276830	12578956	12579023
chr1	ENSG00000272482	12618899	12619244
chr1	ENSG00000204518	12666732	12667086
chr1	ENSG00000226166	12692908	12693020
chr1	ENSG00000188984	12725993	12728400
chr1	ENSG00000157330	12760948	12763699
chr1	ENSG00000116726	12777596	12777906
chr1	ENSG00000116721	12795993	12796628
chr1	ENSG00000228338	12823035	12823159
chr1	ENSG00000239810	12831355	12831410
chr1	ENSG00000231103	12841074	12841357
chr1	ENSG00000179172	12848680	12848725
chr1	ENSG00000120952	12861776	12861909
chr1	ENSG00000243073	12886146	12886201
chr1	ENSG00000187545	12898215	12898270
chr1	ENSG00000204510	12920410	12920482
chr1	ENSG00000207434	12922553	12922660
chr1	ENSG00000234064	12927694	12928253
chr1	ENSG00000232423	12947516	12947580
chr1	ENSG00000274178	13031571	13032130
chr1	ENSG00000274764	13056413	13056491
chr1	ENSG00000277058	13062203	13062229
chr1	ENSG00000229571	13077549	13077884
chr1	ENSG00000277862	13097684	13097971
chr1	ENSG00000236179	13105377	13105689
chr1	ENSG00000275774	13116792	13116854
chr1	ENSG00000229978	13131026	13131615
chr1	ENSG00000233336	13147336	13147460
chr1	ENSG00000280267	13155883	13155961
chr1	ENSG00000179412	13165464	13165467
chr1	ENSG00000204505	13179129	13179464
chr1	ENSG00000279169	13201331	13201409
chr1	ENSG00000279804	13226103	13226106
chr1	ENSG00000250894	13248144	13248652
chr1	ENSG00000270601	13263108	13263314
chr1	ENSG00000231219	13275132	13275627
chr1	ENSG00000207511	13279124	13279231
chr1	ENSG00000182330	13285096	13285154
chr1	ENSG00000237700	13308884	13308907
chr1	ENSG00000204501	13322261	13322598
chr1	ENSG00000228229	13324258	13324518
chr1	ENSG00000204481	13347056	13347134
chr1	ENSG00000204480	13371897	13371900
chr1	ENSG00000204479	13392499	13392629
chr1	ENSG00000204478	13421255	13421328
chr1	ENSG00000162494	13513593	13514048
chr1	ENSG00000259961	13516169	13516270
chr1	ENSG00000215909	13555612	13555694
chr1	ENSG00000162493	13615908	13617957
chr1	ENSG00000222952	13623183	13623284
chr1	ENSG00000237445	13659576	13659910
chr1	ENSG00000253085	13696069	13696199
chr1	ENSG00000116731	13823181	13825065
chr1	ENSG00000189337	15114632	15118043
chr1	ENSG00000252151	14124232	14124335
chr1	ENSG00000231606	14223053	14223118
chr1	ENSG00000234593	14391458	14391575
chr1	ENSG00000235829	14692566	14692613
chr1	ENSG00000175147	15152290	15153237
chr1	ENSG00000171729	15219740	15220480
chr1	ENSG00000204464	15171180	15171317
chr1	ENSG00000215720	15192749	15192845
chr1	ENSG00000278480	15227454	15227549
chr1	ENSG00000142621	15400096	15400283
chr1	ENSG00000233485	15343775	15343876
chr1	ENSG00000236045	15335271	15335464
chr1	ENSG00000228140	15409286	15409433
chr1	ENSG00000142634	15428721	15430343
chr1	ENSG00000162438	15446586	15446654
chr1	ENSG00000142615	15472004	15472091
chr1	ENSG00000215704	15491309	15491400
chr1	ENSG00000132906	15526190	15526534
chr1	ENSG00000116138	15592258	15592379
chr1	ENSG00000251866	15542164	15542304
chr1	ENSG00000272510	15565610	15565956
chr1	ENSG00000116771	15584967	15585110
chr1	ENSG00000237301	15603088	15603626
chr1	ENSG00000235084	15604596	15605043
chr1	ENSG00000252417	15608077	15608145
chr1	ENSG00000236500	15614642	15614867
chr1	ENSG00000197312	15659836	15669044
chr1	ENSG00000215695	15661719	15661722
chr1	ENSG00000271742	15682872	15683128
chr1	ENSG00000116786	15733931	15734769
chr1	ENSG00000237938	15736860	15736896
chr1	ENSG00000162461	15739403	15741396
chr1	ENSG00000224459	15749429	15749896
chr1	ENSG00000162460	15747629	15747982
chr1	ENSG00000162458	15784658	15786594
chr1	ENSG00000224321	15792795	15793285
chr1	ENSG00000233954	15807649	15809348
chr1	ENSG00000178715	15828231	15828669
chr1	ENSG00000179743	15848107	15848147
chr1	ENSG00000065526	15939424	15940460
chr1	ENSG00000270620	15917697	15917908
chr1	ENSG00000116809	15975982	15976132
chr1	ENSG00000234607	15969631	15970194
chr1	ENSG00000231353	15988181	15988441
chr1	ENSG00000275503	15989139	15989375
chr1	ENSG00000224966	15994681	15994751
chr1	ENSG00000183888	16006343	16008807
chr1	ENSG00000233078	16006392	16006671
chr1	ENSG00000173641	16019469	16019594
chr1	ENSG00000186510	16033655	16034050
chr1	ENSG00000232456	16039993	16040029
chr1	ENSG00000184908	16057282	16057308
chr1	ENSG00000185519	16073442	16073626
chr1	ENSG00000142627	16155932	16156087
chr1	ENSG00000227959	16156970	16157329
chr1	ENSG00000224621	16161500	16161883
chr1	ENSG00000234166	16198281	16198357
chr1	ENSG00000142632	16212501	16212609
chr1	ENSG00000237276	16227921	16228027
chr1	ENSG00000132881	16236742	16237162
chr1	ENSG00000233929	16241212	16241398
chr1	ENSG00000037637	16352254	16352454
chr1	ENSG00000055070	16395137	16398145
chr1	ENSG00000226457	16369149	16369530
chr1	ENSG00000187144	16437127	16437424
chr1	ENSG00000157191	16459273	16460077
chr1	ENSG00000226029	16467576	16468481
chr1	ENSG00000080947	16499202	16499257
chr1	ENSG00000206652	16514121	16514285
chr1	ENSG00000261135	16514644	16515754
